source_id,ra,dec,parallax,phot_g_mean_mag,bp_rp,phot_bp_mean_mag,phot_rp_mean_mag,abs_mag_g
5349935203779176576,169.0099033078222,-49.73433450910247,10.000284201456893,17.019712,2.4653263,17.678732,15.213406,12.019774160805419
5937064929802035840,252.05994733097032,-51.37017129483494,10.000284637114827,20.045052,1.6721668,19.838737,18.16657,15.04511338199156
1754938274394186624,311.34062287010244,11.998959496564288,10.000299262973787,11.654281,1.367096,12.272969,10.905873,6.6543456456933505
3426170247529753216,91.67244414049462,24.00792319156773,10.000313083104452,18.698341,3.613493,20.885012,17.271519,13.698409353696999
4209344928235386624,297.483572493671,-4.983376376521727,10.0003312580692,17.315252,3.3254194,19.311825,15.986405,12.315324234661546
6034963246049207552,241.8260528274046,-34.333311178199686,10.00033267331532,20.224728,1.1055241,20.514963,19.40944,15.22479986850622
5341618875789695488,177.0200869189964,-58.70121199997522,10.000334057405134,20.719734,2.0093098,21.306078,19.296768,15.719806730326782
4255572348451071232,284.18923303582613,-3.609418518641498,10.0003512297749,19.895523,1.8828068,20.368826,18.48602,14.895599338526264
4124392399300114176,263.4630886958456,-17.047898909132215,10.000364807842121,20.785078,1.103342,21.352762,20.24942,15.785157264277535
5614160801564575232,115.31156780049008,-25.845906589113454,10.000367074674392,16.238691,1.0100327,16.307579,15.297546,11.238771037745895
2030098313457007872,299.3023398856888,29.536314719728896,10.000380717668774,20.771181,2.280262,21.300665,19.020403,15.771263776785048
4116765701404058752,264.6024838666076,-22.762073991135495,10.000411675974227,20.43364,1.1339722,20.60384,19.469868,15.433728918829134
6190148656474139904,202.02758450595712,-25.26752629536301,10.000420067368479,17.556767,3.588276,19.747364,16.159088,12.556857724564045
2668589972734931968,330.0231483070423,-5.852651228944513,10.000420315932535,9.32022,0.7725687,9.622686,8.850118,4.320311262118319
4112976273116623872,254.98960341997554,-25.17520515263544,10.000429004187692,20.232319,1.0944805,19.953402,18.858921,15.23241203325136
2558625925055451008,23.79858038464573,1.423700919990178,10.0004409837017,14.598903,2.3194838,15.822569,13.503085,9.59899845861434
4039752642828335744,266.9432999675773,-38.26532510470931,10.000471848708457,19.995506,1.3768826,20.246487,18.869604,14.995608744849061
6070894014749693056,181.30924869109379,-59.797467065252185,10.000472779471213,20.670925,2.0713177,21.397009,19.325691,15.671027800711848
3362947783473944832,110.87931808573398,19.86363714194151,10.000485084597802,9.634785,0.7642641,9.933389,9.169125,4.634890030713637
2910311144473438848,91.43876360085176,-27.209868394498557,10.000498098488897,14.626805,2.4337435,15.934449,13.500706,9.626913463499898
1476702321500114432,202.26744101225768,39.465655280305754,10.000503743320476,17.799501,0.3982525,17.950562,17.552309,12.799610802784528
707597378140586624,126.46449996370613,29.42244098679333,10.000505735375715,17.6277,3.3713493,19.65345,16.2821,12.627810621928676
404243872386742656,16.846842379933225,50.42352956020621,10.000509096756844,15.40053,2.5211878,16.771318,14.250131,10.40064040759241
938126891604942208,100.39535477704466,32.99637455671378,10.000510199881624,16.916784,2.9434452,18.390976,15.447531,11.916895072169535
530114726585150080,7.210215038395736,69.4982693633207,10.000510393998407,16.082676,3.099681,17.892675,14.7929945,11.082786761658173
5036540201914055168,20.54312564260318,-27.12974155283096,10.00051393204616,17.1779,3.1192179,19.018261,15.899043,12.1780119103893
3496294766982782464,188.50443760033625,-27.259371821820924,10.00051550100368,16.027012,2.82724,17.631435,14.804195,11.027123808073398
3624293549840994560,198.17754941344347,-10.461579068660761,10.000523196563531,18.4535,3.7290058,20.807472,17.078466,13.453614355398978
5257094434811400832,147.0921084984869,-60.02472898828274,10.000524641391191,20.745571,1.7104359,21.116646,19.40621,15.745685057916827
4117179121967179520,265.6439683498053,-22.114702118545743,10.000530053491834,20.328049,2.029911,20.868973,18.839062,15.328163802657656
5980704133951961088,259.25147722742327,-30.50563060984605,10.00054141140013,20.553991,1.203268,20.52568,19.322412,15.554108880558317
1585721377591378944,224.8752220732978,44.00594214650053,10.00054999649791,14.898039,2.6259003,16.3466,13.720699,9.898158291073607
5972437863762138112,259.7619236814433,-39.266463695175155,10.000562343568136,19.718122,2.5964737,20.684307,18.087833,14.718244590220795
2444738716809410944,0.5003711201872767,-4.465965810935779,10.000571114705792,12.892066,1.802577,13.771217,11.96864,7.892190014333487
4239053457548409088,294.2383479332555,-0.745482420157175,10.000578435049464,19.935299,1.7495213,20.643648,18.894127,14.935424521620202
4724214264662316032,48.624203763631954,-58.1936432609003,10.000579426263918,13.02949,1.8058672,13.845864,12.039997,8.029616288055722
835349767315136512,158.33232030886754,50.23876447369919,10.000580176414335,18.926247,3.6397495,21.099596,17.459846,13.926372623119548
4109766661272060288,261.78455261672195,-25.969735957348714,10.00059296991066,14.289862,2.877719,15.913026,13.035307,9.289990437039773
4267326746214925184,287.3418258721252,0.9519184371315739,10.000593299230795,19.857088,1.2249432,19.615095,18.390152,14.857216918458601
5113346689751567232,53.11229576135402,-14.049832666176869,10.000596556557847,14.0397835,2.4520502,15.357961,12.9059105,9.03991301453005
5872248135177224960,209.59664124178394,-56.27988322644802,10.000596574183822,19.58246,1.3797092,19.713596,18.333887,14.582589944016433
4093138162809405568,277.3392817241293,-18.578038888741844,10.000599560970505,19.893774,1.6828651,20.807426,19.124561,14.893904221700524
4317577691822097664,296.0289986791257,14.339363873339279,10.000604974212933,19.074593,1.6471138,19.344568,17.697454,14.07472395483965
5514305491981357440,123.02803660706255,-49.37756752447483,10.00060517015851,11.117704,1.1589804,11.61932,10.46034,6.117835798533578
1804520338934185472,308.5018392836531,14.744239029281095,10.00062456991434,19.672956,2.1693478,20.283997,18.114649,14.67309208607334
5153304415477918336,43.709529200511746,-17.518905881555405,10.000625729096669,17.686064,0.18853569,17.767801,17.579266,12.686199637575537
4118862263837550976,266.8898584231804,-20.88795337591566,10.000627309639693,19.708618,1.7800179,20.278448,18.49843,14.7087543783476
3931324720129011712,194.37076752935292,15.923873918617872,10.000628410818662,18.473024,3.3256474,20.44284,17.117193,13.473160821674195
4315282633088926848,294.4829124466512,12.404340814301754,10.000628688054718,20.431427,1.9173641,20.60894,18.691576,15.43156351553845
4109885614745036800,261.17804323416607,-25.69454559939307,10.000629822770424,19.864395,1.6820507,20.375498,18.693447,14.864531901571766
5557283752237354880,99.45014442635213,-43.1701594205205,10.000629832962828,16.066267,2.8528252,17.683388,14.830563,11.066403775733122
5961773979685217024,262.9431878330098,-38.90337413167598,10.000629987167828,19.866272,2.2770195,20.054556,17.777536,14.86640876832265
4525213075341204352,277.47275979648947,19.392772575792577,10.000630749357805,9.936959,0.79709244,10.246918,9.449825,4.9370962278260135
4043274241148358400,269.34098948605447,-33.10164721336165,10.000631936621359,19.379812,1.7595711,19.493431,17.73386,14.379949459558732
6022382183016825728,245.8873198629976,-34.95208095613654,10.000633327385781,12.833202,1.8069601,13.708036,11.901076,7.833339883000246
4164099195818511104,266.9623353922611,-10.085330478734235,10.000646761318093,18.056746,3.4732761,20.186644,16.713367,13.056885967069142
3767275553745452800,154.7637367473415,-11.722778160674762,10.000648244020226,8.756447,0.6341305,8.992943,8.358812,3.7565875982170747
4099193065942617728,281.70039794284065,-17.142938890801723,10.000648275928258,18.144608,0.5280094,18.311676,17.783667,13.144748310711773
5932478385767051776,242.05672393463598,-54.86714858401559,10.000650729528724,20.539019,2.462738,21.196167,18.733429,15.539159930505875
5864258877505602560,206.98512441160779,-64.70138276152758,10.000655617955134,20.600157,2.613865,21.726048,19.112183,15.600299145021024
2022194920804749952,289.3305784115455,22.61242854602914,10.000660039538234,19.858309,1.9253597,20.650898,18.725538,14.85845211314908
6154897046673940864,195.9730556535322,-36.01174638759507,10.00067527917296,19.395498,1.4867477,19.60262,18.115871,14.395644905815361
5835028979368687616,244.4958803405751,-57.99059181512949,10.000675398800322,20.693073,2.278532,20.479809,18.201277,15.6932199287386
1616344803649576192,229.88883063140605,61.45688884927329,10.000678294372493,13.567499,2.103486,14.640699,12.537213,8.567646445523078
2585280492094404608,22.994932335420557,10.66903124517136,10.000687348530363,17.945488,3.5569286,20.139523,16.582594,12.945637226781855
800083554626291328,147.46061750984882,38.440140842922666,10.000691183855842,15.804271,2.7048664,17.31293,14.608063,10.804420827804313
4111577763083486848,260.6031027305678,-23.525934836405774,10.000691953247484,20.447987,1.7996101,21.336452,19.536842,15.448136853323504
4109958384274696320,261.51439903672673,-25.848638101745937,10.000694453849018,18.327248,3.771719,20.710426,16.938707,13.327398413130293
6028338757337969792,256.49443428809974,-31.002141394762734,10.000701863491576,19.874363,1.2677174,20.11541,18.847692,14.87451534792914
4040169361944283520,267.08314180596176,-36.902530336975516,10.000703716010506,19.31517,1.69664,19.548428,17.851788,14.315323092699543
3150891401096484736,119.67288722801038,11.47921235365585,10.000704383008081,16.206688,3.1450586,18.046478,14.90142,11.206840876686186
4368908082878209152,263.7777870415318,-3.1466906968465813,10.000713023678399,18.015177,4.026869,20.58395,16.557081,13.015331598676136
5913025963407285760,262.2644759784733,-58.96081182588262,10.00071615971401,20.874805,0.75066376,20.48896,19.738297,15.874960956977121
5996278819193138048,238.50198136571268,-40.4841244955851,10.000716930378452,20.86625,1.2910423,21.24333,19.952288,15.866404758345992
2021175398630952448,295.1060424820226,24.508111534867403,10.000725407947561,19.84435,2.585434,20.765594,18.18016,14.844508329440664
2194224578791896960,311.4656730454587,60.84951319455315,10.000730742593127,13.210807,2.03551,14.238475,12.202965,8.210965519559213
200249586003135488,72.50244087919023,40.70200009861553,10.000736127690038,13.145137,1.8887386,14.077082,12.188343,8.145296675404657
6011643325959273344,237.88965231419593,-35.099180436904156,10.000741124591956,19.092907,2.1389523,19.730812,17.59186,14.093067879101358
5793858277549386496,225.61455531299796,-72.72778056179465,10.000742473618033,17.642649,3.4657555,19.766426,16.30067,12.64280991701204
